300000,10000,98,5,22000,-111375.08,10000.0
188624.92000000001,10000.0,98.0,20.0,22000.0,27094.091111999998,10000.0
215719.01000000001,10000.0,90.0,26.0,26000.0,8902.9818360000008,5393.0
224621.98999999999,10000.0,98.0,23.0,16000.0,58295.148714000003,10000.0
282917.14000000001,17000.0,92.0,22.0,43000.0,89744.621004000001,17000.0
300000,20000,50,20,0,167718.60000000001,20000.0
300000,15000,95,40,19000,-126422.38,0.0
173577.62,10000.0,95.0,30.0,10000.0,-86244.407668,0.0
72538.880000000005,2000.0,98.0,15.0,10000.0,-20120.986432000002,2000.0
52417.889999999999,2000.0,92.0,20.0,0.0,1221.701454,2000.0
300000,20000,50,20,10000,159132.60000000001,20000.0
459132.59999999998,20000.0,50.0,20.0,0.0,166866.44435999999,20000.0
625999.04000000004,20000.0,50.0,20.0,10000.0,174976.15334399999,20000.0
800975.18999999994,20000.0,20.0,20.0,10000.0,114405.012684,13337.0
915380.19999999995,20000.0,50.0,30.0,10000.0,-82669.922279999999,0.0
300000,20000,50,30,60000,-196465.39999999999,0.0
103534.60000000001,5000.0,50.0,20.0,0.0,32927.37156,5000.0
136461.97,5000.0,100.0,30.0,0.0,-45853.148258000001,0.0
90608.820000000007,5000.0,100.0,24.0,0.0,21431.327652,4303.0
112040.14999999999,15000.0,50.0,20.0,0.0,-153274.50771000001,0.0
300000,30000,5,9,0,32110.02,30000.0
332110.02000000002,30000.0,5.0,14.0,0.0,153762.819372,29832.0
485872.84000000003,30000.0,10.0,14.0,0.0,154400.88002400001,30000.0
640273.71999999997,30000.0,20.0,20.0,0.0,155553.37054199999,19243.0
795827.08999999997,30000.0,20.0,18.0,0.0,215417.33357399999,26644.0
300000.0,12000.0,50.0,13.5,10000.0,28721.304,12000.0
328721.29999999999,30000.0,50.0,13.4,20000.0,76631.895180000007,30000.0
405353.20000000001,40000.0,50.0,13.4,25000.0,108359.52552,40000.0
513712.72999999998,54300.0,35.0,13.199999999999999,25000.0,165489.790878,54300.0
679202.52000000002,75000.0,29.0,12.5,26000.0,209824.14247200001,75000.0
300000,37000,8,20,4000,68201.291249999995,15085.0
557333.10999999999,60000.0,23.0,15.199999999999999,45000.0,288596.50914600003,60000.0
845929.62,95000.0,20.0,15.5,54000.0,508835.33953200001,95000.0
1354764.96,150000.0,20.0,16.649999999999999,55000.0,928418.67705599999,150000.0
300000,35000,3,19,32000,39537.112500000003,14450.0
339537.10999999999,35000.0,10.0,17.0,53000.0,135948.63954599999,28158.0
475485.75,55000.0,1.0,16.5,75000.0,155840.59395000001,36590.0
631326.33999999997,70000.0,10.0,16.5,85000.0,339773.81477400003,61799.0
971100.15000000002,100000.0,12.0,16.5,170000.0,501184.61559,95061.0
300000,20000,50,18,0,135318.60000000001,20000.0
435318.59999999998,35000.0,70.0,22.0,0.0,336576.15396000003,35000.0
771894.75,60000.0,85.0,24.0,0.0,470150.23184999998,49394.0
1242044.98,75000.0,100.0,26.0,0.0,291779.26012799999,43663.0
1533824.24,120000.0,96.0,22.899999999999999,0.0,992432.61806400004,120000.0
300000,20000,15,18,110000,10683.349200000001,16264.0
310683.34999999998,20000.0,15.0,18.0,125000.0,1783.4952599999999,16569.0
312466.84999999998,20000.0,15.0,18.0,110000.0,-10073.95609,15687.0
302392.89000000001,20000.0,15.0,18.0,100000.0,19972.031004,17451.0
322364.91999999998,20000.0,15.0,18.0,95000.0,18091.811861999999,18335.0
4584028.79,329170.0,77.0,23.5,78000.0,2552963.7472740002,329170.0
314168.52000000002,79000.0,60.0,18.0,25000.0,257516.100072,79000.0
1736766.27,90000.0,70.0,22.0,38000.0,350307.70360344002,90000.0
1973580.6399999999,145000.0,75.0,22.0,53000.0,1294379.059104,145000.0
300000,16000,60,14,25000,14168.52,16000.0
1816972.8,160000.0,60.0,23.0,39000.0,1089916.3476180001,142334.0
3037982.48,230000.0,78.0,23.0,79000.0,1638141.5286900001,230000.0
4848550.6799999997,350000.0,75.0,24.0,93000.0,2876717.4630479999,350000.0
200000,72000,60,17,25000,195383.66399999999,72000.0
1074367.9199999999,88170.0,70.0,23.0,38000.0,566092.95649200003,82914.0
1744220.8799999999,143170.0,75.0,22.0,46000.0,977325.66138599999,143170.0
1744220.8799999999,143170.0,75.0,22.0,46000.0,977325.66138599999,143170.0
2852639.8700000001,224170.0,75.0,22.5,61000.0,1558962.246204,224170.0
4584028.79,329170.0,77.0,23.5,78000.0,2552963.7472740002,329170.0
50000,58070,65,23,17000,273007.92096000002,49915.0
471797.0,40000.0,30.0,12.0,30000.0,-37902.105799999998,40000.0
517668.89000000001,40000.0,50.0,14.0,14000.0,6809.5109160000002,40000.0
593901.06999999995,65000.0,30.0,11.0,5000.0,-250675.13834144,65000.0
716103.43000000005,35000.0,58.0,14.0,15000.0,-226082.35312056,35000.0
300000,35000,10,11,14000,68850.0,35000.0
368850.0,40000.0,23.0,11.0,20000.0,57674.43,40000.0
426524.42999999999,45000.0,39.0,12.0,11000.0,92193.767298000006,45000.0
518718.20000000001,50000.0,45.0,12.0,36000.0,71606.504520000002,50000.0
590324.69999999995,40000.0,40.0,12.0,35000.0,68383.020420000001,40000.0
50000.0,4000.0,4.0,11.5,3000.0,-1944.7439999999999,4000.0
48055.260000000002,4000.0,5.0,12.5,2000.0,2240.8776360000002,4000.0
50296.139999999999,4000.0,8.0,12.5,3000.0,-69.495596000000006,4000.0
50226.639999999999,3000.0,25.0,13.0,2000.0,-4613.4972959999996,3000.0
45613.139999999999,3500.0,6.0,11.5,1000.0,-2387.0663960000002,3500.0
500000,45000,10,10,50000,-9140.3089600000003,45000.0
848063.17000000004,95000.0,10.0,11.5,50000.0,170631.49413599999,95000.0
1184597.29,79000.0,20.0,11.75,40000.0,64744.376166000002,79000.0
1236955.47,167000.0,20.0,12.75,40000.0,197468.83647000001,167000.0
2033374.79,190000.0,20.0,13.0,40000.0,171960.15495600001,190000.0
2377761.6099999999,205000.0,20.0,14.0,40000.0,401814.02424599999,205000.0
120000.0,50000.0,15.0,15.99,12000.0,191046.60000000001,50000.0
733686.59999999998,65000.0,16.0,17.989999999999998,40000.0,266967.34596000001,55602.0
975345.94999999995,80000.0,17.0,14.99,95000.0,244468.33317,80000.0
1196558.28,105000.0,18.0,17.989999999999998,95000.0,537813.05275799998,102923.0
1696067.3300000001,140000.0,20.0,18.989999999999998,122000.0,965316.84373800003,131346.0
300000,30000,47,15,4000,127338.48,30000.0
874716.57999999996,40000.0,100.0,54.0,27000.0,-305554.53421200003,0.0
300000,10000,50,40,3000,-58515.260000000002,0.0
241484.73999999999,15000.0,100.0,70.0,3000.0,-119565.561636,0.0
121919.17999999999,10000.0,40.0,27.0,3000.0,-65688.767852000004,0.0
56230.410000000003,15000.0,50.0,40.0,4000.0,-159558.47667400001,0.0
613055.53000000003,55000.0,40.0,15.0,9000.0,261661.04875799999,55000.0
408962.82000000001,40000.0,35.0,14.0,10000.0,154934.99305200001,40000.0
563897.81000000006,55000.0,50.0,14.0,10000.0,203688.973566,55000.0
767586.78000000003,80000.0,50.0,16.0,10000.0,431700.19750800001,80000.0
1199286.98,125000.0,50.0,16.0,15000.0,652258.34722800006,125000.0
300000,30000,35,14,10000,108962.82000000001,30000.0
311016.0,35000.0,1.0,10.0,40000.0,32449.3776,35000.0
343465.38,38000.0,2.0,10.5,40000.0,53728.209468000001,38000.0
397193.59000000003,45000.0,7.0,10.5,40503.589999999997,60998.1921,45000.0
458191.78000000003,50000.0,10.0,11.5,52003.589999999997,94614.658200000005,50000.0
300000,25000,0,10,40000,11016.0,25000.0
348159.35999999999,30000.0,35.0,19.0,2000.0,239672.164896,30000.0
587831.52000000002,60000.0,40.0,22.0,37000.0,366039.72187200002,43928.0
953871.23999999999,95000.0,45.0,30.0,68671.240000000005,-528271.23999999999,0.0
425600.0,35000.0,40.0,16.0,80671.240000000005,108864.0,35000.0
300000,10000,30,15,0,48159.360000000001,10000.0
300000,20000,10,15,0,112304.88,20000.0
412304.88,50000.0,10.0,18.0,0.0,237094.162668,34785.0
649399.04000000004,75000.0,10.0,19.0,0.0,306066.124044,44089.0
955465.16000000003,75000.0,30.0,19.0,0.0,606128.85597599996,71916.0
1561594.02,170000.0,30.0,25.0,0.0,-191364.770628,29148.0
434850.12,30000.0,10.0,18.0,60000.0,151013.83408199999,25945.0
585863.94999999995,30000.0,10.0,18.0,0.0,97606.269270000004,20658.0
683470.21999999997,30000.0,10.0,18.0,60000.0,102269.505042,20651.0
785739.72999999998,30000.0,10.0,18.0,120000.0,116551.069128,25945.0
300000,30000,40,22,0,179893.52775000001,20977.0
479893.53000000003,30000.0,40.0,22.0,100000.0,186895.400058,26886.0
666788.93000000005,30000.0,40.0,22.0,0.0,112357.720998,21012.0
779146.65000000002,30000.0,40.0,22.0,100000.0,117704.42019,21004.0
896851.06999999995,30000.0,75.0,30.0,0.0,-139355.31799800001,0.0
300000,20000,100,30,0,-146308.56,0.0
153691.44,10000.0,100.0,25.0,0.0,39421.757484000002,7095.0
193113.20000000001,10000.0,100.0,25.0,40000.0,24513.46902,8275.0
217626.67000000001,10000.0,100.0,25.0,55000.0,19373.482961999998,8716.0
237000.14999999999,10000.0,100.0,25.0,75000.0,11888.093790000001,9305.0
300000,400000,100,0,0,-6100116.2000000002,0.0
300000,50000,80,20,0,-534792.5,0.0
300000,10000,80,20,0,71573.220000000001,10000.0
371573.21999999997,100.0,80.0,20.0,0.0,3190.6788919999999,100.0
374763.90000000002,10000.0,80.0,20.0,2000.0,73489.545540000006,10000.0
448253.45000000001,50.0,80.0,16.0,2000.0,4189.5278699999999,50.0
452442.97999999998,100000.0,20.0,20.0,2000.0,-827673.04997199995,0.0
300000,15000,70,20,2000,114322.59,15000.0
414322.59000000003,15000.0,90.0,23.0,2000.0,120744.067824,14651.0
535066.66000000003,15000.0,80.0,23.0,2000.0,128484.01407600001,13856.0
663550.67000000004,50000.0,80.0,22.0,2000.0,451447.86256199999,50000.0
663550.67000000004,50000.0,80.0,22.0,2000.0,451447.86256199999,50000.0
300000,30000,24,13,0,103294.44,30000.0
403294.44,35000.0,50.0,22.0,31000.0,251899.43468400001,30038.0
655193.87,60000.0,70.0,14.0,30000.0,153637.262082,60000.0
808831.13,20000.0,20.0,10.0,200000.0,-232141.36708200001,20000.0
300000,35000,20,20,0,163023.24059999999,22479.0
463023.23999999999,10000.0,70.0,54.0,0.0,-48360.370536000002,0.0
414662.87,15000.0,100.0,100.0,40000.0,-167773.504518,0.0
246889.37,20000.0,40.0,30.0,25000.0,-143654.13661799999,0.0
103235.23,50000.0,60.0,83.0,25000.0,-517226.08162200003,0.0
300000,30000,20,20,20000,124248.22874999999,20095.0
424248.22999999998,40000.0,40.0,30.0,20000.0,-219456.29602199999,0.0
204791.92999999999,20000.0,30.0,30.0,5000.0,-110950.472202,0.0
93841.460000000006,5000.0,30.0,20.0,5000.0,14717.446956,4082.0
108558.91,8900.0,52.0,20.0,5000.0,56313.317825999999,8900.0
300000,20000,30,20,15000,115118.07885000001,16441.0
415118.08000000002,40000.0,56.0,20.0,20000.0,312199.17868800001,40000.0
727317.26000000001,65000.0,66.0,20.0,60000.0,464102.48883599997,65000.0
1191419.75,85038.0,94.0,30.0,100000.0,-644868.47602599999,1391.0
546551.27000000002,40000.0,64.0,40.0,100000.0,-355363.48827799998,0.0
300000,15000,30,21,0,79491.018599999996,10141.0
379491.02000000002,35000.0,51.0,22.0,30000.0,254787.39637199999,30627.0
634278.42000000004,41550.0,100.0,25.0,50000.0,201222.09961199999,33072.0
835500.52000000002,57000.0,100.0,30.0,50000.0,-461844.784728,0.0
373655.73999999999,32000.0,30.0,30.0,60375.740000000005,-237015.73999999999,0.0
